solution_id,problem_id,old_outcome,input_outcome,graph_outcome,mutation_outcome,input_result,graph_result,mutation_result
253712,812,0,,,,,,
253713,812,0,,,,,,
253714,812,0,,,,,,
253715,812,0,,,,,,
253716,812,0,,,,,,
253717,812,0,,,,,,
253718,812,0,,,,,,
253719,812,0,,,,,,
253720,812,0,,,,,,
253721,812,0,,,,,,
253722,812,0,,,,,,
253723,812,0,,,,,,
253724,812,0,,,,,,
253725,812,0,,,,,,
253726,812,0,,,,,,
253727,812,0,,,,,,
253728,812,0,,,,,,
253729,812,0,,,,,,
253730,812,1,,,,,,
253731,812,0,,,,,,
253732,812,0,,,,,,
253733,812,0,,,,,,
253734,812,0,,,,,,
253735,812,1,,,,,,
253736,812,0,,,,,,
253737,812,1,,,,,,
253738,812,0,,,,,,
253739,812,1,,,,,,
253740,812,0,,,,,,
253741,812,1,,,,,,
253742,812,0,,,,,,
253743,812,0,,,,,,
253744,812,0,,,,,,
253745,812,1,,,,,,
253746,812,1,,,,,,
253747,812,0,,,,,,
253748,812,0,,,,,,
253749,812,0,,,,,,
253750,812,0,,,,,,
253751,812,0,,,,,,
253752,812,0,,,,,,
253753,812,0,,,,,,
253754,812,0,,,,,,
253755,812,0,,,,,,
253756,812,0,,,,,,
253757,812,0,,,,,,
253758,812,0,,,,,,
253759,812,0,,,,,,
253760,812,0,,,,,,
253761,812,1,,,,,,
253762,812,1,,,,,,
253763,812,1,,,,,,
253764,812,0,,,,,,
253765,812,0,,,,,,
253766,812,0,,,,,,
253767,812,0,,,,,,
253768,812,0,,,,,,
253769,812,0,,,,,,
253770,812,0,,,,,,
253771,812,0,,,,,,
253772,812,0,,,,,,
253773,812,0,,,,,,
253774,812,0,,,,,,
253775,812,0,,,,,,
253776,812,0,,,,,,
253777,812,0,,,,,,
253778,812,0,,,,,,
253779,812,0,,,,,,
253780,812,0,,,,,,
253781,812,0,,,,,,
253782,812,0,,,,,,
253783,812,0,,,,,,
253784,812,0,,,,,,
253785,812,1,,,,,,
253786,812,0,,,,,,
253787,812,0,,,,,,
253788,812,0,,,,,,
253789,812,0,,,,,,
253790,812,0,,,,,,
253791,812,0,,,,,,
253792,812,0,,,,,,
253793,812,0,,,,,,
253794,812,0,,,,,,
253795,812,1,,,,,,
253796,812,0,,,,,,
253797,812,0,,,,,,
253798,812,0,,,,,,
253799,812,0,,,,,,
253800,812,0,,,,,,
253801,812,0,,,,,,
253802,812,0,,,,,,
253803,812,0,,,,,,
253804,812,0,,,,,,
253805,812,0,,,,,,
253806,812,0,,,,,,
253807,812,0,,,,,,
253808,812,0,,,,,,
253809,812,0,,,,,,
253810,812,0,,,,,,
253811,812,0,,,,,,
253812,812,0,,,,,,
253813,812,0,,,,,,
253814,812,0,,,,,,
253815,812,0,,,,,,
253816,812,0,,,,,,
253817,812,0,,,,,,
253818,812,0,,,,,,
253819,812,0,,,,,,
253820,812,0,,,,,,
253821,812,0,,,,,,
253822,812,0,,,,,,
253823,812,0,,,,,,
253824,812,0,,,,,,
253825,812,0,,,,,,
253826,812,1,,,,,,
253827,812,1,,,,,,
253828,812,0,,,,,,
253829,812,0,,,,,,
253830,812,0,,,,,,
253831,812,0,,,,,,
253832,812,0,,,,,,
253833,812,0,,,,,,
253834,812,0,,,,,,
253835,812,0,,,,,,
253836,812,0,,,,,,
253837,812,0,,,,,,
253838,812,0,,,,,,
253839,812,0,,,,,,
253840,812,0,,,,,,
253841,812,0,,,,,,
253842,812,0,,,,,,
253843,812,0,,,,,,
253844,812,1,,,,,,
253845,812,0,,,,,,
253846,812,0,,,,,,
253847,812,0,,,,,,
253848,812,0,,,,,,
253849,812,0,,,,,,
253850,812,0,,,,,,
253851,812,1,,,,,,
253852,812,0,,,,,,
253853,812,1,,,,,,
253854,812,0,,,,,,
253855,812,0,,,,,,
253856,812,0,,,,,,
253857,812,0,,,,,,
253858,812,0,,,,,,
253859,812,0,,,,,,
253860,812,0,,,,,,
253861,812,0,,,,,,
253862,812,1,,,,,,
253863,812,0,,,,,,
253864,812,0,,,,,,
253865,812,1,,,,,,
253866,812,0,,,,,,
253867,812,0,,,,,,
253868,812,0,,,,,,
253869,812,0,,,,,,
253870,812,0,,,,,,
253871,812,1,,,,,,
253872,812,1,,,,,,
253873,812,0,,,,,,
253874,812,0,,,,,,
253875,812,0,,,,,,
253876,812,0,,,,,,
253877,812,0,,,,,,
253878,812,0,,,,,,
253879,812,1,,,,,,
253880,812,0,,,,,,
253881,812,0,,,,,,
253882,812,0,,,,,,
253883,812,0,,,,,,
253884,812,0,,,,,,
253885,812,0,,,,,,
253886,812,0,,,,,,
253887,812,1,,,,,,
253888,812,0,,,,,,
253889,812,1,,,,,,
253890,812,1,,,,,,
253891,812,0,,,,,,
253892,812,1,,,,,,
253893,812,1,,,,,,
253894,812,0,,,,,,
253895,812,0,,,,,,
253896,812,0,,,,,,
253897,812,0,,,,,,
253898,812,0,,,,,,
253899,812,0,,,,,,
253900,812,0,,,,,,
253901,812,0,,,,,,
253902,812,0,,,,,,
253903,812,0,,,,,,
253904,812,0,,,,,,
253905,812,1,,,,,,
253906,812,1,,,,,,
253907,812,0,,,,,,
253908,812,0,,,,,,
253909,812,1,,,,,,
253910,812,0,,,,,,
253911,812,1,,,,,,
253912,812,0,,,,,,
253913,812,0,,,,,,
253914,812,0,,,,,,
253915,812,0,,,,,,
253916,812,1,,,,,,
253917,812,1,,,,,,
253918,812,1,,,,,,
253919,812,0,,,,,,
253920,812,0,,,,,,
253921,812,0,,,,,,
253922,812,1,,,,,,
253923,812,0,,,,,,
253924,812,0,,,,,,
253925,812,1,,,,,,
253926,812,0,,,,,,
253927,812,0,,,,,,
253928,812,1,,,,,,
253929,812,0,,,,,,
253930,812,0,,,,,,
253931,812,0,,,,,,
253932,812,1,,,,,,
253933,812,1,,,,,,
253934,812,0,,,,,,
253935,812,0,,,,,,
253936,812,0,,,,,,
253937,812,0,,,,,,
253938,812,0,,,,,,
253939,812,0,,,,,,
253940,812,0,,,,,,
253941,812,0,,,,,,
253942,812,0,,,,,,
253943,812,0,,,,,,
253944,812,0,,,,,,
253945,812,1,,,,,,
253946,812,1,,,,,,
253947,812,0,,,,,,
253948,812,0,,,,,,
253949,812,0,,,,,,
253950,812,0,,,,,,
253951,812,1,,,,,,
253952,812,0,,,,,,
253953,812,0,,,,,,
253954,812,0,,,,,,
253955,812,0,,,,,,
253956,812,0,,,,,,
253957,812,0,,,,,,
