solution_id,problem_id,old_outcome,input_outcome,graph_outcome,mutation_outcome,input_result,graph_result,mutation_result
85916,821,0,,,,,,
85917,821,0,,,,,,
85918,821,0,,,,,,
85919,821,0,,,,,,
85920,821,0,,,,,,
85921,821,0,,,,,,
85922,821,0,,,,,,
85923,821,0,,,,,,
85924,821,1,,,,,,
85925,821,1,,,,,,
85926,821,0,,,,,,
85927,821,0,,,,,,
85928,821,0,,,,,,
85929,821,1,,,,,,
85930,821,0,,,,,,
85931,821,0,,,,,,
85932,821,0,,,,,,
85933,821,1,,,,,,
85934,821,1,,,,,,
85935,821,1,,,,,,
85936,821,1,,,,,,
85937,821,1,,,,,,
85938,821,1,,,,,,
85939,821,1,,,,,,
85940,821,1,,,,,,
85941,821,0,,,,,,
85942,821,0,,,,,,
85943,821,1,,,,,,
85944,821,0,,,,,,
85945,821,1,,,,,,
85946,821,1,,,,,,
85947,821,0,,,,,,
85948,821,1,,,,,,
85949,821,1,,,,,,
85950,821,0,,,,,,
85951,821,1,,,,,,
85952,821,1,,,,,,
85953,821,1,,,,,,
85954,821,1,,,,,,
85955,821,0,,,,,,
85956,821,1,,,,,,
85957,821,1,,,,,,
85958,821,0,,,,,,
85959,821,0,,,,,,
85960,821,1,,,,,,
85961,821,0,,,,,,
85962,821,1,,,,,,
85963,821,1,,,,,,
85964,821,1,,,,,,
85965,821,1,,,,,,
85966,821,0,,,,,,
85967,821,1,,,,,,
85968,821,0,,,,,,
85969,821,0,,,,,,
85970,821,0,,,,,,
85971,821,1,,,,,,
85972,821,0,,,,,,
85973,821,0,,,,,,
85974,821,0,,,,,,
85975,821,0,,,,,,
85976,821,0,,,,,,
85977,821,0,,,,,,
85978,821,0,,,,,,
85979,821,0,,,,,,
85980,821,0,,,,,,
85981,821,0,,,,,,
85982,821,0,,,,,,
85983,821,0,,,,,,
85984,821,0,,,,,,
85985,821,0,,,,,,
85986,821,0,,,,,,
85987,821,0,,,,,,
85988,821,0,,,,,,
85989,821,0,,,,,,
85990,821,1,,,,,,
85991,821,0,,,,,,
85992,821,0,,,,,,
85993,821,0,,,,,,
85994,821,0,,,,,,
85995,821,0,,,,,,
85996,821,0,,,,,,
85997,821,0,,,,,,
85998,821,0,,,,,,
85999,821,0,,,,,,
86000,821,0,,,,,,
86001,821,1,,,,,,
86002,821,0,,,,,,
86003,821,0,,,,,,
86004,821,0,,,,,,
86005,821,0,,,,,,
86006,821,0,,,,,,
86007,821,0,,,,,,
86008,821,1,,,,,,
86009,821,1,,,,,,
86010,821,1,,,,,,
86011,821,0,,,,,,
86012,821,0,,,,,,
86013,821,0,,,,,,
86014,821,0,,,,,,
86015,821,0,,,,,,
86016,821,0,,,,,,
86017,821,0,,,,,,
86018,821,0,,,,,,
86019,821,1,,,,,,
86020,821,0,,,,,,
86021,821,0,,,,,,
86022,821,0,,,,,,
86023,821,1,,,,,,
86024,821,0,,,,,,
86025,821,0,,,,,,
86026,821,1,,,,,,
86027,821,1,,,,,,
86028,821,0,,,,,,
86029,821,1,,,,,,
86030,821,1,,,,,,
86031,821,1,,,,,,
86032,821,0,,,,,,
86033,821,0,,,,,,
86034,821,0,,,,,,
86035,821,0,,,,,,
86036,821,0,,,,,,
86037,821,0,,,,,,
86038,821,0,,,,,,
86039,821,1,,,,,,
86040,821,0,,,,,,
86041,821,1,,,,,,
86042,821,1,,,,,,
86043,821,1,,,,,,
86044,821,0,,,,,,
86045,821,1,,,,,,
86046,821,1,,,,,,
86047,821,0,,,,,,
86048,821,1,,,,,,
86049,821,1,,,,,,
86050,821,1,,,,,,
86051,821,1,,,,,,
86052,821,1,,,,,,
86053,821,0,,,,,,
86054,821,0,,,,,,
86055,821,1,,,,,,
86056,821,1,,,,,,
86057,821,0,,,,,,
86058,821,0,,,,,,
86059,821,0,,,,,,
86060,821,0,,,,,,
86061,821,0,,,,,,
86062,821,0,,,,,,
86063,821,0,,,,,,
86064,821,1,,,,,,
86065,821,0,,,,,,
86066,821,0,,,,,,
86067,821,0,,,,,,
86068,821,0,,,,,,
86069,821,0,,,,,,
86070,821,1,,,,,,
86071,821,1,,,,,,
86072,821,0,,,,,,
86073,821,1,,,,,,
86074,821,1,,,,,,
86075,821,0,,,,,,
86076,821,0,,,,,,
86077,821,0,,,,,,
86078,821,0,,,,,,
86079,821,0,,,,,,
86080,821,0,,,,,,
86081,821,0,,,,,,
86082,821,1,,,,,,
86083,821,1,,,,,,
86084,821,0,,,,,,
86085,821,1,,,,,,
86086,821,0,,,,,,
86087,821,1,,,,,,
86088,821,0,,,,,,
86089,821,0,,,,,,
86090,821,1,,,,,,
86091,821,1,,,,,,
86092,821,0,,,,,,
86093,821,1,,,,,,
86094,821,0,,,,,,
86095,821,1,,,,,,
86096,821,1,,,,,,
86097,821,1,,,,,,
86098,821,0,,,,,,
86099,821,0,,,,,,
86100,821,1,,,,,,
86101,821,0,,,,,,
86102,821,0,,,,,,
86103,821,0,,,,,,
86104,821,0,,,,,,
86105,821,0,,,,,,
86106,821,1,,,,,,
86107,821,0,,,,,,
86108,821,0,,,,,,
86109,821,0,,,,,,
86110,821,1,,,,,,
86111,821,0,,,,,,
86112,821,0,,,,,,
86113,821,1,,,,,,
86114,821,0,,,,,,
86115,821,0,,,,,,
86116,821,0,,,,,,
86117,821,0,,,,,,
86118,821,0,,,,,,
86119,821,0,,,,,,
86120,821,0,,,,,,
86121,821,0,,,,,,
86122,821,0,,,,,,
86123,821,1,,,,,,
86124,821,0,,,,,,
86125,821,1,,,,,,
86126,821,1,,,,,,
86127,821,0,,,,,,
86128,821,0,,,,,,
86129,821,1,,,,,,
86130,821,1,,,,,,
86131,821,0,,,,,,
86132,821,0,,,,,,
86133,821,0,,,,,,
86134,821,0,,,,,,
86135,821,0,,,,,,
86136,821,0,,,,,,
86137,821,0,,,,,,
86138,821,1,,,,,,
86139,821,1,,,,,,
86140,821,1,,,,,,
86141,821,1,,,,,,
86142,821,1,,,,,,
86143,821,1,,,,,,
86144,821,1,,,,,,
86145,821,0,,,,,,
86146,821,1,,,,,,
86147,821,1,,,,,,
86148,821,0,,,,,,
86149,821,1,,,,,,
86150,821,1,,,,,,
86151,821,1,,,,,,
86152,821,0,,,,,,
86153,821,1,,,,,,
86154,821,1,,,,,,
86155,821,1,,,,,,
86156,821,1,,,,,,
86157,821,1,,,,,,
86158,821,1,,,,,,
86159,821,1,,,,,,
86160,821,0,,,,,,
86161,821,1,,,,,,
86162,821,1,,,,,,
86163,821,1,,,,,,
86164,821,1,,,,,,
86165,821,1,,,,,,
86166,821,0,,,,,,
86167,821,0,,,,,,
86168,821,0,,,,,,
86169,821,0,,,,,,
86170,821,0,,,,,,
86171,821,0,,,,,,
86172,821,0,,,,,,
86173,821,0,,,,,,
86174,821,0,,,,,,
86175,821,0,,,,,,
86176,821,0,,,,,,
86177,821,0,,,,,,
86178,821,0,,,,,,
86179,821,0,,,,,,
86180,821,0,,,,,,
86181,821,0,,,,,,
86182,821,0,,,,,,
86183,821,0,,,,,,
86184,821,0,,,,,,
86185,821,0,,,,,,
86186,821,0,,,,,,
86187,821,0,,,,,,
86188,821,0,,,,,,
86189,821,0,,,,,,
86190,821,0,,,,,,
86191,821,0,,,,,,
86192,821,0,,,,,,
86193,821,0,,,,,,
86194,821,0,,,,,,
86195,821,0,,,,,,
86196,821,1,,,,,,
86197,821,0,,,,,,
86198,821,0,,,,,,
86199,821,0,,,,,,
86200,821,0,,,,,,
86201,821,0,,,,,,
