solution_id,problem_id,old_outcome,input_outcome,graph_outcome,mutation_outcome,input_result,graph_result,mutation_result
172554,809,0,,,,,,
172555,809,0,,,,,,
172556,809,1,,,,,,
172557,809,0,,,,,,
172558,809,0,,,,,,
172559,809,0,,,,,,
172560,809,0,,,,,,
172561,809,1,,,,,,
172562,809,0,,,,,,
172563,809,0,,,,,,
172564,809,0,,,,,,
172565,809,1,,,,,,
172566,809,1,,,,,,
172567,809,1,,,,,,
172568,809,0,,,,,,
172569,809,1,,,,,,
172570,809,0,,,,,,
172571,809,0,,,,,,
172572,809,1,,,,,,
172573,809,0,,,,,,
172574,809,0,,,,,,
172575,809,0,,,,,,
172576,809,0,,,,,,
172577,809,0,,,,,,
172578,809,0,,,,,,
172579,809,0,,,,,,
172580,809,0,,,,,,
172581,809,0,,,,,,
172582,809,0,,,,,,
172583,809,0,,,,,,
172584,809,0,,,,,,
172585,809,0,,,,,,
172586,809,0,,,,,,
172587,809,0,,,,,,
172588,809,0,,,,,,
172589,809,0,,,,,,
172590,809,0,,,,,,
172591,809,0,,,,,,
172592,809,1,,,,,,
172593,809,1,,,,,,
172594,809,0,,,,,,
172595,809,0,,,,,,
172596,809,0,,,,,,
172597,809,1,,,,,,
172598,809,0,,,,,,
172599,809,1,,,,,,
172600,809,0,,,,,,
172601,809,0,,,,,,
172602,809,0,,,,,,
172603,809,0,,,,,,
172604,809,0,,,,,,
172605,809,0,,,,,,
172606,809,1,,,,,,
172607,809,0,,,,,,
172608,809,0,,,,,,
172609,809,0,,,,,,
172610,809,1,,,,,,
172611,809,0,,,,,,
172612,809,0,,,,,,
172613,809,0,,,,,,
172614,809,0,,,,,,
172615,809,0,,,,,,
172616,809,0,,,,,,
172617,809,0,,,,,,
172618,809,0,,,,,,
172619,809,0,,,,,,
172620,809,0,,,,,,
172621,809,1,,,,,,
172622,809,0,,,,,,
172623,809,0,,,,,,
172624,809,0,,,,,,
172625,809,0,,,,,,
172626,809,0,,,,,,
172627,809,0,,,,,,
172628,809,0,,,,,,
172629,809,1,,,,,,
172630,809,0,,,,,,
172631,809,1,,,,,,
172632,809,0,,,,,,
172633,809,0,,,,,,
172634,809,0,,,,,,
172635,809,0,,,,,,
172636,809,1,,,,,,
172637,809,0,,,,,,
172638,809,0,,,,,,
172639,809,0,,,,,,
172640,809,0,,,,,,
172641,809,0,,,,,,
172642,809,0,,,,,,
172643,809,0,,,,,,
172644,809,0,,,,,,
172645,809,0,,,,,,
172646,809,0,,,,,,
172647,809,0,,,,,,
172648,809,0,,,,,,
172649,809,0,,,,,,
172650,809,0,,,,,,
172651,809,0,,,,,,
172652,809,0,,,,,,
172653,809,0,,,,,,
172654,809,0,,,,,,
172655,809,0,,,,,,
172656,809,0,,,,,,
172657,809,0,,,,,,
172658,809,1,,,,,,
172659,809,0,,,,,,
172660,809,0,,,,,,
172661,809,1,,,,,,
172662,809,1,,,,,,
172663,809,0,,,,,,
172664,809,0,,,,,,
172665,809,0,,,,,,
172666,809,0,,,,,,
172667,809,0,,,,,,
172668,809,0,,,,,,
172669,809,0,,,,,,
172670,809,1,,,,,,
172671,809,0,,,,,,
172672,809,1,,,,,,
172673,809,0,,,,,,
172674,809,1,,,,,,
172675,809,0,,,,,,
172676,809,0,,,,,,
172677,809,0,,,,,,
172678,809,0,,,,,,
172679,809,0,,,,,,
172680,809,0,,,,,,
172681,809,1,,,,,,
172682,809,1,,,,,,
172683,809,0,,,,,,
172684,809,0,,,,,,
172685,809,0,,,,,,
172686,809,0,,,,,,
172687,809,0,,,,,,
172688,809,0,,,,,,
172689,809,0,,,,,,
172690,809,0,,,,,,
172691,809,0,,,,,,
172692,809,1,,,,,,
172693,809,1,,,,,,
172694,809,1,,,,,,
172695,809,1,,,,,,
172696,809,1,,,,,,
172697,809,0,,,,,,
172698,809,1,,,,,,
172699,809,1,,,,,,
172700,809,0,,,,,,
172701,809,0,,,,,,
172702,809,1,,,,,,
172703,809,0,,,,,,
172704,809,1,,,,,,
172705,809,0,,,,,,
172706,809,0,,,,,,
172707,809,0,,,,,,
172708,809,1,,,,,,
172709,809,1,,,,,,
172710,809,0,,,,,,
172711,809,0,,,,,,
172712,809,0,,,,,,
172713,809,1,,,,,,
172714,809,0,,,,,,
172715,809,0,,,,,,
172716,809,1,,,,,,
172717,809,1,,,,,,
172718,809,0,,,,,,
172719,809,0,,,,,,
172720,809,0,,,,,,
172721,809,0,,,,,,
172722,809,0,,,,,,
172723,809,0,,,,,,
172724,809,0,,,,,,
172725,809,0,,,,,,
172726,809,0,,,,,,
172727,809,0,,,,,,
172728,809,0,,,,,,
172729,809,0,,,,,,
172730,809,0,,,,,,
172731,809,0,,,,,,
172732,809,0,,,,,,
172733,809,0,,,,,,
172734,809,0,,,,,,
172735,809,1,,,,,,
172736,809,0,,,,,,
172737,809,0,,,,,,
172738,809,0,,,,,,
172739,809,0,,,,,,
172740,809,0,,,,,,
172741,809,0,,,,,,
172742,809,0,,,,,,
172743,809,0,,,,,,
172744,809,0,,,,,,
172745,809,0,,,,,,
172746,809,0,,,,,,
172747,809,0,,,,,,
172748,809,1,,,,,,
172749,809,0,,,,,,
172750,809,0,,,,,,
