solution_id,problem_id,old_outcome,input_outcome,graph_outcome,mutation_outcome,input_result,graph_result,mutation_result
334256,798,0,,,,,,
334257,798,1,,,,,,
334258,798,1,,,,,,
334259,798,0,,,,,,
334260,798,1,,,,,,
334261,798,1,,,,,,
334262,798,0,,,,,,
334263,798,0,,,,,,
334264,798,0,,,,,,
334265,798,0,,,,,,
334266,798,0,,,,,,
334267,798,0,,,,,,
334268,798,0,,,,,,
334269,798,0,,,,,,
334270,798,0,,,,,,
334271,798,0,,,,,,
334272,798,0,,,,,,
334273,798,0,,,,,,
334274,798,0,,,,,,
334275,798,0,,,,,,
334276,798,0,,,,,,
334277,798,0,,,,,,
334278,798,0,,,,,,
334279,798,0,,,,,,
334280,798,0,,,,,,
334281,798,0,,,,,,
334282,798,0,,,,,,
334283,798,0,,,,,,
334284,798,0,,,,,,
334285,798,0,,,,,,
334286,798,0,,,,,,
334287,798,0,,,,,,
334288,798,0,,,,,,
334289,798,0,,,,,,
334290,798,0,,,,,,
334291,798,0,,,,,,
334292,798,0,,,,,,
334293,798,0,,,,,,
334294,798,0,,,,,,
334295,798,0,,,,,,
334296,798,0,,,,,,
334297,798,0,,,,,,
334298,798,0,,,,,,
334299,798,0,,,,,,
334300,798,0,,,,,,
334301,798,0,,,,,,
334302,798,1,,,,,,
334303,798,1,,,,,,
334304,798,0,,,,,,
334305,798,1,,,,,,
334306,798,1,,,,,,
334307,798,0,,,,,,
334308,798,0,,,,,,
334309,798,0,,,,,,
334310,798,1,,,,,,
334311,798,0,,,,,,
334312,798,0,,,,,,
334313,798,0,,,,,,
334314,798,1,,,,,,
334315,798,1,,,,,,
334316,798,0,,,,,,
334317,798,0,,,,,,
334318,798,1,,,,,,
334319,798,1,,,,,,
334320,798,1,,,,,,
334321,798,0,,,,,,
334322,798,0,,,,,,
334323,798,0,,,,,,
334324,798,1,,,,,,
334325,798,0,,,,,,
334326,798,0,,,,,,
334327,798,0,,,,,,
334328,798,0,,,,,,
334329,798,0,,,,,,
334330,798,0,,,,,,
334331,798,1,,,,,,
334332,798,0,,,,,,
334333,798,0,,,,,,
334334,798,0,,,,,,
334335,798,0,,,,,,
334336,798,0,,,,,,
334337,798,1,,,,,,
334338,798,0,,,,,,
334339,798,1,,,,,,
334340,798,0,,,,,,
334341,798,0,,,,,,
334342,798,0,,,,,,
334343,798,0,,,,,,
334344,798,0,,,,,,
334345,798,0,,,,,,
334346,798,0,,,,,,
334347,798,0,,,,,,
334348,798,0,,,,,,
334349,798,0,,,,,,
334350,798,0,,,,,,
334351,798,0,,,,,,
334352,798,0,,,,,,
334353,798,0,,,,,,
334354,798,0,,,,,,
334355,798,0,,,,,,
334356,798,0,,,,,,
334357,798,0,,,,,,
334358,798,0,,,,,,
334359,798,0,,,,,,
334360,798,0,,,,,,
334361,798,0,,,,,,
334362,798,0,,,,,,
334363,798,0,,,,,,
334364,798,0,,,,,,
334365,798,0,,,,,,
334366,798,0,,,,,,
334367,798,0,,,,,,
334368,798,0,,,,,,
334369,798,0,,,,,,
334370,798,0,,,,,,
334371,798,0,,,,,,
334372,798,0,,,,,,
334373,798,0,,,,,,
334374,798,0,,,,,,
334375,798,0,,,,,,
334376,798,0,,,,,,
334377,798,0,,,,,,
334378,798,0,,,,,,
334379,798,0,,,,,,
334380,798,0,,,,,,
334381,798,0,,,,,,
334382,798,0,,,,,,
334383,798,0,,,,,,
334384,798,0,,,,,,
334385,798,0,,,,,,
334386,798,0,,,,,,
334387,798,0,,,,,,
334388,798,0,,,,,,
334389,798,0,,,,,,
334390,798,0,,,,,,
334391,798,0,,,,,,
334392,798,0,,,,,,
334393,798,0,,,,,,
334394,798,0,,,,,,
334395,798,0,,,,,,
334396,798,0,,,,,,
334397,798,0,,,,,,
334398,798,0,,,,,,
334399,798,0,,,,,,
334400,798,0,,,,,,
334401,798,0,,,,,,
334402,798,0,,,,,,
334403,798,0,,,,,,
334404,798,0,,,,,,
334405,798,0,,,,,,
334406,798,0,,,,,,
334407,798,0,,,,,,
334408,798,0,,,,,,
334409,798,0,,,,,,
334410,798,0,,,,,,
334411,798,0,,,,,,
334412,798,0,,,,,,
334413,798,0,,,,,,
334414,798,0,,,,,,
334415,798,0,,,,,,
334416,798,0,,,,,,
334417,798,0,,,,,,
334418,798,1,,,,,,
334419,798,0,,,,,,
334420,798,0,,,,,,
334421,798,0,,,,,,
334422,798,0,,,,,,
334423,798,1,,,,,,
334424,798,0,,,,,,
334425,798,0,,,,,,
334426,798,1,,,,,,
334427,798,0,,,,,,
334428,798,0,,,,,,
334429,798,0,,,,,,
334430,798,0,,,,,,
334431,798,0,,,,,,
334432,798,0,,,,,,
334433,798,0,,,,,,
334434,798,0,,,,,,
334435,798,0,,,,,,
334436,798,0,,,,,,
334437,798,0,,,,,,
334438,798,0,,,,,,
334439,798,0,,,,,,
334440,798,0,,,,,,
334441,798,0,,,,,,
334442,798,0,,,,,,
334443,798,0,,,,,,
334444,798,0,,,,,,
334445,798,0,,,,,,
334446,798,0,,,,,,
334447,798,0,,,,,,
334448,798,0,,,,,,
334449,798,0,,,,,,
334450,798,0,,,,,,
334451,798,0,,,,,,
334452,798,0,,,,,,
334453,798,0,,,,,,
334454,798,0,,,,,,
334455,798,0,,,,,,
334456,798,0,,,,,,
334457,798,0,,,,,,
334458,798,0,,,,,,
334459,798,0,,,,,,
334460,798,0,,,,,,
334461,798,1,,,,,,
334462,798,0,,,,,,
334463,798,0,,,,,,
334464,798,0,,,,,,
334465,798,0,,,,,,
334466,798,0,,,,,,
334467,798,0,,,,,,
334468,798,0,,,,,,
334469,798,0,,,,,,
334470,798,0,,,,,,
334471,798,0,,,,,,
334472,798,0,,,,,,
334473,798,0,,,,,,
334474,798,0,,,,,,
334475,798,0,,,,,,
334476,798,0,,,,,,
334477,798,0,,,,,,
334478,798,0,,,,,,
334479,798,0,,,,,,
334480,798,0,,,,,,
334481,798,0,,,,,,
334482,798,0,,,,,,
334483,798,0,,,,,,
