solution_id,problem_id,old_outcome,input_outcome,graph_outcome,mutation_outcome,input_result,graph_result,mutation_result
57618,742,0,,,,,,
57619,742,0,,,,,,
57620,742,0,,,,,,
57621,742,0,,,,,,
57622,742,0,,,,,,
57623,742,0,,,,,,
57624,742,0,,,,,,
57625,742,0,,,,,,
57626,742,0,,,,,,
57627,742,0,,,,,,
57628,742,0,,,,,,
57629,742,0,,,,,,
57630,742,0,,,,,,
57631,742,0,,,,,,
57632,742,0,,,,,,
57633,742,0,,,,,,
57634,742,0,,,,,,
57635,742,1,,,,,,
57636,742,0,,,,,,
57637,742,0,,,,,,
57638,742,0,,,,,,
57639,742,0,,,,,,
57640,742,0,,,,,,
57641,742,1,,,,,,
57642,742,0,,,,,,
57643,742,0,,,,,,
57644,742,0,,,,,,
57645,742,0,,,,,,
57646,742,0,,,,,,
57647,742,0,,,,,,
57648,742,0,,,,,,
57649,742,0,,,,,,
57650,742,0,,,,,,
57651,742,0,,,,,,
57652,742,0,,,,,,
57653,742,0,,,,,,
57654,742,0,,,,,,
57655,742,0,,,,,,
57656,742,0,,,,,,
57657,742,0,,,,,,
57658,742,0,,,,,,
57659,742,0,,,,,,
57660,742,0,,,,,,
57661,742,0,,,,,,
57662,742,0,,,,,,
57663,742,1,,,,,,
57664,742,1,,,,,,
57665,742,0,,,,,,
57666,742,1,,,,,,
57667,742,1,,,,,,
57668,742,0,,,,,,
57669,742,0,,,,,,
57670,742,0,,,,,,
57671,742,0,,,,,,
57672,742,0,,,,,,
57673,742,0,,,,,,
57674,742,0,,,,,,
57675,742,0,,,,,,
57676,742,0,,,,,,
57677,742,0,,,,,,
57678,742,0,,,,,,
57679,742,0,,,,,,
57680,742,0,,,,,,
57681,742,0,,,,,,
57682,742,0,,,,,,
57683,742,0,,,,,,
57684,742,0,,,,,,
57685,742,0,,,,,,
57686,742,0,,,,,,
57687,742,0,,,,,,
57688,742,0,,,,,,
57689,742,0,,,,,,
57690,742,0,,,,,,
57691,742,1,,,,,,
57692,742,1,,,,,,
57693,742,1,,,,,,
57694,742,1,,,,,,
57695,742,0,,,,,,
57696,742,0,,,,,,
57697,742,0,,,,,,
57698,742,1,,,,,,
57699,742,0,,,,,,
57700,742,0,,,,,,
57701,742,1,,,,,,
57702,742,0,,,,,,
