solution_id,problem_id,old_outcome,input_outcome,graph_outcome,mutation_outcome,input_result,graph_result,mutation_result
182646,811,0,,,,,,
182647,811,0,,,,,,
182648,811,0,,,,,,
182649,811,0,,,,,,
182650,811,0,,,,,,
182651,811,0,,,,,,
182652,811,0,,,,,,
182653,811,1,,,,,,
182654,811,0,,,,,,
182655,811,0,,,,,,
182656,811,0,,,,,,
182657,811,0,,,,,,
182658,811,0,,,,,,
182659,811,0,,,,,,
182660,811,0,,,,,,
182661,811,0,,,,,,
182662,811,0,,,,,,
182663,811,0,,,,,,
182664,811,0,,,,,,
182665,811,1,,,,,,
182666,811,1,,,,,,
182667,811,1,,,,,,
182668,811,1,,,,,,
182669,811,0,,,,,,
182670,811,0,,,,,,
182671,811,0,,,,,,
182672,811,0,,,,,,
182673,811,0,,,,,,
182674,811,0,,,,,,
182675,811,0,,,,,,
182676,811,0,,,,,,
182677,811,0,,,,,,
182678,811,0,,,,,,
182679,811,0,,,,,,
182680,811,0,,,,,,
182681,811,0,,,,,,
182682,811,0,,,,,,
182683,811,0,,,,,,
182684,811,0,,,,,,
182685,811,0,,,,,,
182686,811,0,,,,,,
182687,811,0,,,,,,
182688,811,1,,,,,,
182689,811,0,,,,,,
182690,811,0,,,,,,
182691,811,0,,,,,,
182692,811,0,,,,,,
182693,811,0,,,,,,
182694,811,0,,,,,,
182695,811,0,,,,,,
182696,811,0,,,,,,
182697,811,0,,,,,,
182698,811,0,,,,,,
182699,811,1,,,,,,
182700,811,0,,,,,,
182701,811,0,,,,,,
182702,811,0,,,,,,
182703,811,0,,,,,,
182704,811,0,,,,,,
182705,811,0,,,,,,
182706,811,1,,,,,,
182707,811,0,,,,,,
182708,811,0,,,,,,
182709,811,0,,,,,,
182710,811,0,,,,,,
182711,811,0,,,,,,
182712,811,0,,,,,,
182713,811,0,,,,,,
182714,811,0,,,,,,
182715,811,0,,,,,,
182716,811,0,,,,,,
182717,811,0,,,,,,
182718,811,0,,,,,,
182719,811,0,,,,,,
182720,811,0,,,,,,
182721,811,0,,,,,,
182722,811,0,,,,,,
182723,811,0,,,,,,
182724,811,0,,,,,,
182725,811,1,,,,,,
182726,811,0,,,,,,
182727,811,0,,,,,,
182728,811,0,,,,,,
182729,811,0,,,,,,
182730,811,0,,,,,,
182731,811,1,,,,,,
182732,811,0,,,,,,
182733,811,0,,,,,,
182734,811,0,,,,,,
182735,811,0,,,,,,
182736,811,0,,,,,,
182737,811,0,,,,,,
182738,811,0,,,,,,
182739,811,0,,,,,,
182740,811,0,,,,,,
182741,811,0,,,,,,
182742,811,0,,,,,,
182743,811,1,,,,,,
182744,811,0,,,,,,
182745,811,0,,,,,,
182746,811,0,,,,,,
182747,811,1,,,,,,
182748,811,1,,,,,,
182749,811,0,,,,,,
182750,811,1,,,,,,
182751,811,1,,,,,,
182752,811,0,,,,,,
182753,811,0,,,,,,
182754,811,1,,,,,,
182755,811,1,,,,,,
182756,811,1,,,,,,
182757,811,0,,,,,,
182758,811,0,,,,,,
182759,811,0,,,,,,
182760,811,0,,,,,,
182761,811,0,,,,,,
182762,811,0,,,,,,
182763,811,0,,,,,,
182764,811,1,,,,,,
182765,811,0,,,,,,
182766,811,1,,,,,,
182767,811,1,,,,,,
182768,811,0,,,,,,
182769,811,0,,,,,,
182770,811,1,,,,,,
182771,811,0,,,,,,
182772,811,0,,,,,,
182773,811,0,,,,,,
182774,811,0,,,,,,
182775,811,0,,,,,,
182776,811,1,,,,,,
182777,811,1,,,,,,
182778,811,1,,,,,,
182779,811,0,,,,,,
182780,811,1,,,,,,
182781,811,0,,,,,,
182782,811,0,,,,,,
182783,811,0,,,,,,
182784,811,0,,,,,,
182785,811,0,,,,,,
182786,811,1,,,,,,
182787,811,1,,,,,,
182788,811,0,,,,,,
182789,811,0,,,,,,
182790,811,1,,,,,,
182791,811,0,,,,,,
182792,811,1,,,,,,
182793,811,0,,,,,,
182794,811,0,,,,,,
182795,811,1,,,,,,
182796,811,1,,,,,,
182797,811,0,,,,,,
182798,811,0,,,,,,
182799,811,0,,,,,,
182800,811,0,,,,,,
182801,811,1,,,,,,
182802,811,0,,,,,,
182803,811,1,,,,,,
182804,811,1,,,,,,
182805,811,0,,,,,,
182806,811,0,,,,,,
182807,811,0,,,,,,
182808,811,0,,,,,,
182809,811,0,,,,,,
182810,811,0,,,,,,
182811,811,1,,,,,,
182812,811,0,,,,,,
182813,811,0,,,,,,
182814,811,1,,,,,,
182815,811,0,,,,,,
182816,811,0,,,,,,
182817,811,0,,,,,,
182818,811,1,,,,,,
182819,811,0,,,,,,
182820,811,0,,,,,,
182821,811,1,,,,,,
182822,811,0,,,,,,
182823,811,0,,,,,,
182824,811,0,,,,,,
182825,811,0,,,,,,
182826,811,0,,,,,,
182827,811,0,,,,,,
182828,811,0,,,,,,
182829,811,0,,,,,,
182830,811,0,,,,,,
182831,811,0,,,,,,
182832,811,0,,,,,,
182833,811,0,,,,,,
182834,811,0,,,,,,
182835,811,0,,,,,,
182836,811,0,,,,,,
182837,811,0,,,,,,
182838,811,1,,,,,,
182839,811,1,,,,,,
182840,811,1,,,,,,
182841,811,1,,,,,,
182842,811,1,,,,,,
182843,811,1,,,,,,
182844,811,1,,,,,,
182845,811,0,,,,,,
182846,811,0,,,,,,
182847,811,0,,,,,,
182848,811,0,,,,,,
182849,811,0,,,,,,
182850,811,0,,,,,,
182851,811,0,,,,,,
182852,811,0,,,,,,
182853,811,0,,,,,,
182854,811,0,,,,,,
182855,811,0,,,,,,
182856,811,0,,,,,,
182857,811,0,,,,,,
182858,811,0,,,,,,
182859,811,0,,,,,,
182860,811,0,,,,,,
182861,811,0,,,,,,
182862,811,0,,,,,,
182863,811,0,,,,,,
182864,811,0,,,,,,
182865,811,0,,,,,,
182866,811,0,,,,,,
182867,811,0,,,,,,
182868,811,0,,,,,,
182869,811,1,,,,,,
182870,811,1,,,,,,
182871,811,0,,,,,,
182872,811,0,,,,,,
182873,811,0,,,,,,
182874,811,1,,,,,,
182875,811,1,,,,,,
182876,811,0,,,,,,
182877,811,0,,,,,,
182878,811,1,,,,,,
182879,811,1,,,,,,
182880,811,1,,,,,,
182881,811,0,,,,,,
182882,811,0,,,,,,
182883,811,1,,,,,,
182884,811,1,,,,,,
182885,811,1,,,,,,
182886,811,1,,,,,,
182887,811,1,,,,,,
182888,811,1,,,,,,
182889,811,0,,,,,,
182890,811,0,,,,,,
182891,811,0,,,,,,
182892,811,0,,,,,,
182893,811,1,,,,,,
182894,811,1,,,,,,
182895,811,0,,,,,,
182896,811,1,,,,,,
182897,811,0,,,,,,
182898,811,0,,,,,,
182899,811,1,,,,,,
182900,811,0,,,,,,
182901,811,0,,,,,,
182902,811,0,,,,,,
182903,811,0,,,,,,
182904,811,0,,,,,,
182905,811,0,,,,,,
182906,811,0,,,,,,
182907,811,0,,,,,,
182908,811,0,,,,,,
182909,811,0,,,,,,
182910,811,0,,,,,,
182911,811,0,,,,,,
182912,811,0,,,,,,
182913,811,0,,,,,,
182914,811,0,,,,,,
182915,811,0,,,,,,
182916,811,0,,,,,,
182917,811,0,,,,,,
182918,811,0,,,,,,
182919,811,0,,,,,,
182920,811,0,,,,,,
182921,811,0,,,,,,
182922,811,0,,,,,,
182923,811,0,,,,,,
182924,811,0,,,,,,
182925,811,0,,,,,,
182926,811,0,,,,,,
182927,811,0,,,,,,
182928,811,0,,,,,,
182929,811,0,,,,,,
182930,811,1,,,,,,
182931,811,0,,,,,,
182932,811,0,,,,,,
182933,811,0,,,,,,
182934,811,0,,,,,,
182935,811,0,,,,,,
182936,811,0,,,,,,
182937,811,1,,,,,,
182938,811,1,,,,,,
182939,811,1,,,,,,
182940,811,1,,,,,,
182941,811,0,,,,,,
182942,811,0,,,,,,
182943,811,0,,,,,,
182944,811,0,,,,,,
182945,811,0,,,,,,
182946,811,0,,,,,,
182947,811,1,,,,,,
182948,811,0,,,,,,
182949,811,0,,,,,,
182950,811,1,,,,,,
182951,811,0,,,,,,
182952,811,0,,,,,,
182953,811,1,,,,,,
182954,811,0,,,,,,
182955,811,0,,,,,,
182956,811,0,,,,,,
182957,811,1,,,,,,
182958,811,1,,,,,,
182959,811,0,,,,,,
182960,811,0,,,,,,
182961,811,0,,,,,,
182962,811,0,,,,,,
182963,811,0,,,,,,
182964,811,0,,,,,,
182965,811,0,,,,,,
182966,811,0,,,,,,
182967,811,0,,,,,,
182968,811,1,,,,,,
182969,811,0,,,,,,
182970,811,0,,,,,,
182971,811,1,,,,,,
182972,811,1,,,,,,
182973,811,0,,,,,,
182974,811,0,,,,,,
182975,811,0,,,,,,
182976,811,0,,,,,,
182977,811,1,,,,,,
182978,811,0,,,,,,
182979,811,0,,,,,,
182980,811,0,,,,,,
182981,811,0,,,,,,
182982,811,0,,,,,,
182983,811,0,,,,,,
182984,811,0,,,,,,
182985,811,0,,,,,,
182986,811,0,,,,,,
182987,811,0,,,,,,
182988,811,0,,,,,,
182989,811,0,,,,,,
182990,811,0,,,,,,
182991,811,0,,,,,,
182992,811,1,,,,,,
182993,811,0,,,,,,
182994,811,0,,,,,,
182995,811,1,,,,,,
182996,811,1,,,,,,
182997,811,0,,,,,,
182998,811,0,,,,,,
182999,811,0,,,,,,
183000,811,0,,,,,,
183001,811,0,,,,,,
183002,811,0,,,,,,
183003,811,0,,,,,,
183004,811,0,,,,,,
183005,811,0,,,,,,
183006,811,0,,,,,,
183007,811,0,,,,,,
183008,811,0,,,,,,
183009,811,0,,,,,,
183010,811,0,,,,,,
183011,811,0,,,,,,
183012,811,0,,,,,,
183013,811,0,,,,,,
183014,811,0,,,,,,
183015,811,0,,,,,,
183016,811,0,,,,,,
183017,811,0,,,,,,
183018,811,0,,,,,,
183019,811,0,,,,,,
183020,811,0,,,,,,
183021,811,0,,,,,,
183022,811,0,,,,,,
183023,811,0,,,,,,
183024,811,0,,,,,,
183025,811,0,,,,,,
183026,811,0,,,,,,
183027,811,0,,,,,,
183028,811,1,,,,,,
183029,811,0,,,,,,
183030,811,0,,,,,,
183031,811,0,,,,,,
183032,811,0,,,,,,
183033,811,0,,,,,,
183034,811,1,,,,,,
183035,811,1,,,,,,
183036,811,1,,,,,,
183037,811,1,,,,,,
183038,811,0,,,,,,
183039,811,1,,,,,,
183040,811,1,,,,,,
183041,811,0,,,,,,
183042,811,0,,,,,,
183043,811,0,,,,,,
183044,811,0,,,,,,
183045,811,0,,,,,,
